,loss,accuracy,val_loss,val_accuracy
0,1.4057658910751343,0.6238766312599182,913.9075927734375,0.4908386170864105
1,0.760430097579956,0.7573568224906921,17989.46875,0.14517265558242798
2,0.6314522624015808,0.7960352301597595,0.7108343243598938,0.7914023995399475
3,0.49076560139656067,0.841321587562561,8193.0546875,0.23044396936893463
4,0.4112609624862671,0.8619382977485657,0.7153240442276001,0.7723749279975891
5,0.37549659609794617,0.8877533078193665,40.3875846862793,0.6222692131996155
6,1.3155057430267334,0.8106607794761658,0.7085207104682922,0.7607470154762268
7,1.017693042755127,0.8421145081520081,2.7444067001342773,0.8005637526512146
8,0.7920579314231873,0.8537445068359375,3.4326705932617188,0.795983076095581
9,0.8569409847259521,0.8513656258583069,2.8915822505950928,0.7998590469360352
