,loss,accuracy,val_loss,val_accuracy
0,1.9829037189483643,0.46290749311447144,3.600207805633545,0.5556730031967163
1,0.9621005058288574,0.6739206910133362,4.153504848480225,0.29985904693603516
2,1.0873353481292725,0.6316299438476562,1.0045738220214844,0.6712473630905151
3,0.714134156703949,0.7570043802261353,0.7679780721664429,0.7381958961486816
4,0.6896107792854309,0.7665198445320129,0.7464103102684021,0.7438336610794067
5,0.675496518611908,0.7706608176231384,0.7480303645133972,0.7438336610794067
6,0.6807655096054077,0.7677533030509949,0.746300220489502,0.7424242496490479
7,0.6729665398597717,0.7706608176231384,0.7475748658180237,0.74277663230896
8,0.6810133457183838,0.7680176496505737,0.7469138503074646,0.7434813380241394
9,0.6751224994659424,0.7725110054016113,0.7471586465835571,0.7441860437393188
