,loss,accuracy,val_loss,val_accuracy
0,1.4155219793319702,0.5233480334281921,4.166350364685059,0.05849189683794975
1,1.007478952407837,0.6537445187568665,6.586148262023926,0.06201550364494324
2,0.8325778841972351,0.7124229073524475,6.4796223640441895,0.11627907305955887
3,0.6905645728111267,0.7631717920303345,47.863075256347656,0.14200140535831451
4,0.6257011890411377,0.7837885618209839,9.057622909545898,0.17864693701267242
5,0.5026888847351074,0.8207929730415344,4.920925140380859,0.19661733508110046
6,0.45876437425613403,0.8466079235076904,1.769486904144287,0.49541932344436646
7,0.3479706346988678,0.8811453580856323,489.32818603515625,0.11733615398406982
8,0.26566049456596375,0.9085462689399719,39.6568489074707,0.18921776115894318
9,0.25425079464912415,0.9114537239074707,28.995527267456055,0.2801268398761749
