,loss,accuracy,val_loss,val_accuracy
0,1.2492352724075317,0.6184141039848328,5.53111457824707,0.10676532983779907
1,0.6996206045150757,0.7690749168395996,3.6137850284576416,0.09654686599969864
2,0.596989631652832,0.8040528893470764,4.656805515289307,0.13883015513420105
3,0.45654433965682983,0.8547136783599854,5.74615478515625,0.08315715193748474
4,0.45664557814598083,0.8551541566848755,5.992797374725342,0.08703312277793884
5,0.2195712774991989,0.9256387948989868,5.087518215179443,0.08280479162931442
6,0.20833538472652435,0.9311894178390503,3.4426443576812744,0.09619450569152832
7,0.20301368832588196,0.933215856552124,2.949970006942749,0.15961945056915283
8,0.20143258571624756,0.933039665222168,2.7714083194732666,0.17159971594810486
9,0.1989426612854004,0.933744490146637,2.6562559604644775,0.19626498222351074
