,loss,accuracy,val_loss,val_accuracy
0,1.319601058959961,0.608722448348999,1.2773983478546143,0.6744186282157898
1,0.7898595929145813,0.7365638613700867,0.8285552859306335,0.729739248752594
2,0.663589358329773,0.7771806120872498,1.346695899963379,0.6948555111885071
3,0.5611216425895691,0.8088986873626709,0.6481241583824158,0.792107105255127
4,0.48767638206481934,0.8347136378288269,0.7778200507164001,0.7625088095664978
5,0.3916679322719574,0.8682819604873657,0.910780131816864,0.7529950737953186
6,0.3657711446285248,0.8750661015510559,0.800977885723114,0.7875264286994934
7,0.2207612842321396,0.9244052767753601,0.7356880903244019,0.8009161353111267
8,0.2064981907606125,0.9303083419799805,0.7350687980651855,0.8005637526512146
9,0.21103323996067047,0.9293392300605774,0.7331969738006592,0.8023256063461304
