,loss,accuracy,val_loss,val_accuracy
0,5.455308437347412,0.20713655650615692,2.5066378116607666,0.19203664362430573
1,2.025212287902832,0.2662554979324341,1.9045742750167847,0.29985904693603516
2,1.8727171421051025,0.3030836880207062,1.7224533557891846,0.33861875534057617
3,1.758894920349121,0.33947136998176575,1.5415012836456299,0.40909090638160706
4,1.7523874044418335,0.34405285120010376,1.7675782442092896,0.3520084619522095
5,1.669616937637329,0.35427314043045044,1.5768741369247437,0.3999295234680176
6,1.672994613647461,0.3513656258583069,1.564597487449646,0.4006342589855194
7,1.655875563621521,0.3582378923892975,1.5638704299926758,0.4002818763256073
8,1.651820421218872,0.3574449419975281,1.5644018650054932,0.4006342589855194
9,1.6544148921966553,0.3666960299015045,1.5644794702529907,0.4006342589855194
