,loss,accuracy,val_loss,val_accuracy
0,1.275323510169983,0.5645815134048462,1.0143245458602905,0.6920366287231445
1,0.8073670864105225,0.7296916246414185,0.8685779571533203,0.7230443954467773
2,0.6164417862892151,0.7944493293762207,1.0671898126602173,0.7015503644943237
3,0.4966636300086975,0.8369163274765015,0.8630577325820923,0.7209302186965942
4,0.3741423487663269,0.8740969300270081,1.1351990699768066,0.7515856027603149
5,0.26996588706970215,0.9101321697235107,0.9434556365013123,0.7593375444412231
6,0.19940823316574097,0.933920681476593,1.4124864339828491,0.7441860437393188
7,0.1435829997062683,0.9518942832946777,1.9569430351257324,0.6599718332290649
8,0.18070915341377258,0.9441409707069397,1.422132968902588,0.75722336769104
9,0.10473370552062988,0.9681057333946228,1.0121755599975586,0.7706131339073181
